time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,activity
14.95913504,0.39625422,2.306328964,0.2714357905,0.3937189579,0.350284934,0.472608,stairs
14.97905404,0.4525045442,2.961005448,0.0270164752,0.06263098121,0.5259654522,0.3649225533,stairs
14.99897304,0.5583492339,3.013642668,-0.1269839823,-0.103310965,0.3726832271,0.2613679171,stairs
15.01889204,0.2939204543,2.318751959,-0.1555182485,0.003347689519,0.244295761,0.1960850358,stairs
15.03881004,1.057253262,2.160053848,-0.4005108833,0.1273459941,0.340585947,0.1808954775,stairs
15.05872904,1.252480902,2.60958311,-0.189723583,0.1317019612,0.5493485332,0.2252801955,stairs
15.07864804,1.845772877,2.767902321,0.142854495,-0.01981010288,0.5444930792,0.09497229755,stairs
15.09856604,2.812197903,2.812194979,-0.2596980898,-0.2122324854,0.3276244104,-0.1248000041,stairs
15.11848504,3.773338946,2.585846338,-0.1711993115,-0.2394872159,-0.1010579318,-0.3671268821,stairs
15.13840404,3.769639705,2.46764078,-0.3518841223,-0.3112076521,-0.7740676403,-0.4634622633,stairs
15.15832304,3.719694543,1.869671763,-0.5917744768,-0.2928352952,-1.168631434,-0.3789414763,stairs
15.17824104,4.107139823,1.426715941,-0.01982439995,-0.2765730023,-1.488195181,-0.3452982903,stairs
15.19816004,3.206954541,1.43103528,0.06854690909,-0.4191073775,-1.503990889,-0.2757261693,stairs
15.21807904,1.623160314,2.125479847,0.6250732005,-0.3980883062,-1.304385185,-0.2088568211,stairs
15.23799804,1.38682726,2.646776079,1.003695617,-0.290615648,-1.133370996,-0.1566482484,stairs
15.25791604,0.7960485636,3.1171799,0.8587326157,-0.236187011,-1.069573283,-0.04125055671,stairs
15.27783504,0.5528667749,3.046036243,2.436105577,-0.2612088919,-0.9255879521,-0.1044276357,stairs
15.29775404,-0.9859971182,4.314829414,2.598954041,-0.34797436,-0.5018280149,-0.2514911294,stairs
15.31767204,-0.1381572805,3.609248241,1.215657184,-0.7539040446,0.3607188761,-0.8996267319,stairs
15.33759104,0.4188289674,-1.902689821,-2.392181731,-1.452057123,0.9710735083,-1.989812613,stairs
15.35751004,-2.799883959,-12.3591498,-0.9645040691,-1.487484217,1.403611779,-2.785109997,stairs
15.37742904,-7.660819049,-13.59487696,1.63653772,-1.704312563,2.298752546,-3.223111629,stairs
15.39734704,-7.348177199,-7.543769487,0.4184369847,-1.708297014,2.397519112,-3.191361666,stairs
15.41726604,-5.576028222,-5.510011404,1.190332893,-0.8217486739,2.757313967,-2.111788273,stairs
15.43718504,-2.404859226,-6.569152658,0.452668924,0.6884256601,2.504882097,-0.6380506158,stairs
15.45710404,6.61637828,-6.447190849,-0.6629812843,1.22661078,1.251026511,-0.8942812681,stairs
15.47702204,12.15437563,-3.706735359,-3.169274791,0.7998524308,0.1063416973,-1.385239601,stairs
15.49694104,8.008558812,-2.638925607,-4.281428072,0.06739347428,-1.133107305,-0.771818161,stairs
15.51686004,4.893262299,-0.3750714022,-2.057944798,-0.2413712442,-2.037988663,-0.9718180895,stairs
15.53677904,0.4716419694,0.652991901,-0.2844889686,-0.3905467391,-3.250049829,-0.8607723117,stairs
15.55669704,-3.399993057,2.490026261,1.306389599,-0.2947849333,-4.01444006,-0.3871408403,stairs
15.57661604,-5.714390886,4.760104827,2.406716009,-0.005280200392,-3.836454391,0.08462511748,stairs
15.59653504,-5.275034611,4.923975384,3.605080638,0.2386910915,-3.055235624,0.4099541903,stairs
15.61645304,-3.446377557,5.009873906,4.330837629,0.3962152004,-2.339841843,0.4064548314,stairs
15.63637204,-1.676941396,5.487985527,4.314790238,0.5935558677,-1.456435084,0.1777683496,stairs
15.65629104,-1.231754715,6.750129245,4.00227615,1.105727792,-0.2942125797,0.1980544627,stairs
15.67621004,-2.869228721,8.583901443,3.373275959,1.370829821,-0.243807748,0.707428515,stairs
15.69612804,-3.975014384,9.870084819,3.65649579,1.563278794,-0.7189474106,1.553098202,stairs
15.71604704,-3.138055045,8.537180436,2.853975674,1.761033893,-0.1763456762,1.92684257,stairs
15.73596604,-1.373052535,4.225982142,-0.330493838,1.60143435,0.6300421953,1.676035881,stairs
15.75588404,-1.826851726,-2.245881618,-5.956075605,1.065624237,-0.3068564236,1.727233529,stairs
15.77580304,-2.302168086,-7.346739369,0.04431721687,1.0428406,-0.1584551036,1.908772707,stairs
15.79572204,3.684427062,-2.806656497,-0.05876334786,0.4833418131,-0.2207194716,1.46218431,stairs
15.81564104,1.562244021,5.654769752,-1.28496657,-0.03026425466,0.4167712927,1.0243361,stairs
15.83555904,1.318798998,1.561555073,-5.754752462,-1.458133101,0.08273676038,-0.2600817382,stairs
15.85547804,-4.109336622,-14.74800402,3.459470057,-0.1984423995,-0.1055457443,0.2191861123,stairs
15.87539704,-9.90821802,-17.56881312,5.418942189,-0.6342354417,-0.1319186538,-0.4642723799,stairs
15.89531604,-0.3971443489,-5.823573021,-0.7073879635,-0.6187112331,0.6291674972,-1.638026237,stairs
15.91523404,5.898016847,-10.53343155,1.890960452,-0.08332158625,0.4613133967,-0.8640999198,stairs
15.93515304,4.762601295,-3.109415967,-2.392911318,-0.7775366306,-0.8583148718,0.2279625535,stairs
15.95507204,6.115172496,2.620251355,1.557446235,-0.3593946397,-1.577987432,-0.0538611114,stairs
15.97498929,0.5157262478,0.4702161258,2.24305332,0.4540569782,-1.718153119,0.205734238,stairs
15.99490829,-1.67916977,-1.758393402,3.343800145,1.250093699,-0.9898368716,0.5312619805,stairs
16.01482729,-1.361497852,-1.892540224,3.224721891,1.564052463,-0.3524276614,0.6205319762,stairs
16.03474629,-2.905159861,0.2718440723,1.417917928,1.227254629,0.4419161975,0.7644851208,stairs
16.05466429,-2.392836766,0.983908639,0.2961554794,0.7459685206,0.9279538989,0.575019896,stairs
16.07458329,-0.5309799158,0.3577806008,0.4460910988,0.3934731483,1.112926364,0.2410381436,stairs
16.09450229,-0.06051794196,0.06720380366,0.7202075453,-0.01760234125,1.091475129,0.04762183502,stairs
16.11442129,-0.3598070265,1.68986345,-0.1224664235,-0.3834869266,1.167593598,0.05813915655,stairs
16.13433929,0.4815502225,3.207955,-0.8068175268,-0.4621173739,1.163176775,0.1397016644,stairs
16.15425829,1.530547873,3.921911725,-0.9725628479,-0.3931820095,0.9517826438,0.2263998091,stairs
16.17417729,1.696619323,4.957164765,-0.4479532908,-0.3105171919,0.7062222362,0.3240347505,stairs
16.19409529,1.982166637,6.286482466,0.3771220207,-0.2504501939,0.2916708291,0.2371086478,stairs
16.21401429,3.39148068,6.912408775,0.454437122,-0.3223204315,-0.1874137074,-0.154174149,stairs
16.23393329,4.146212087,5.691628261,1.218492791,-0.3033753932,-0.5626249313,-0.6037040949,stairs
16.25385229,3.349862538,3.570571833,1.645903498,-0.2163551599,-0.5908806324,-0.7919394374,stairs
16.27377029,2.451495887,1.506170247,1.149814028,-0.1647802144,-0.6011593342,-0.8425527811,stairs
16.29368929,1.568412395,0.5295910925,1.679922745,-0.2210061699,-0.7500990033,-0.8000029325,stairs
16.31360829,-0.7975466202,2.649789149,2.087148424,-0.3639574349,-0.5127827525,-0.5223657489,stairs
16.33352729,0.09878633302,3.787991191,1.326355794,-0.4237040281,-0.4400554001,-0.3669375777,stairs
16.35344529,1.580447719,2.57042723,0.1629244781,-0.522872448,-0.4146128595,-0.6332187653,stairs
16.37336429,1.660999547,-2.441669787,-1.536561442,-0.9288030863,-0.5830098391,-1.159496784,stairs
