"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.111900667E0,9.924789029E-1,1.872907028E0,1.341053063E0
3.131819667E0,-3.911179161E-1,3.603536680E0,9.057185018E-1
3.151738667E0,-7.104188678E-1,8.468978512E-1,5.666512569E-1
3.171658667E0,-8.521100593E-1,-1.300508469E0,1.655733837E0
3.191577667E0,-1.265694147E0,1.531795084E-2,1.123238432E0
3.211496667E0,-1.806359866E-1,5.136293632E-1,9.189016342E-1
3.231416667E0,-5.063534389E0,-7.324707645E-1,-1.570542244E0
3.251335667E0,3.895154282E0,-2.404206092E0,-1.678513602E-1
3.271254667E0,4.466126704E-1,-7.326362407E0,-8.439958781E-1
3.291174667E0,2.940396352E0,-1.044749503E0,-2.224914088E0
3.311093667E0,3.497769320E-1,-4.995874502E0,6.261169285E-1
3.331013667E0,2.513367176E-1,-4.673254378E0,1.001594127E0
3.350932667E0,-1.614563884E0,2.307749253E0,1.001142722E0
3.370851667E0,2.389558232E-1,4.391639609E0,2.194377991E-1
3.390771667E0,1.106629416E0,1.530819769E0,-2.371345325E0
3.410690667E0,-1.295826896E0,-9.501397991E-1,-1.444433005E0
3.430609667E0,1.923586892E0,1.515497140E0,-1.670818484E-1
3.450529667E0,1.199340236E0,2.865744365E0,-1.131144453E0
3.470448667E0,6.601126403E-2,-4.691987103E-1,-5.495540714E-1
3.490367667E0,-8.225877598E-1,-1.244638909E0,5.135246980E-1
3.510287667E0,-1.529487188E0,2.975794226E-1,5.829954672E-1
3.530206667E0,-1.256550564E0,9.058116480E0,-1.045271659E0
3.550126667E0,-4.071094077E0,2.705961011E0,-5.086188841E-1
3.570045667E0,-4.783281143E0,4.293570693E0,1.111291401E0
3.589964667E0,-1.181120751E0,1.547685478E0,8.116052270E-2
3.609884667E0,2.133373880E0,-6.057949889E0,-1.743926221E0
3.629803667E0,4.342334132E0,-1.476476565E1,1.648574945E-1
3.649722667E0,1.527079013E0,-8.147861123E-1,1.506539791E0
3.669642667E0,-5.553187682E-1,4.710207027E0,-2.274074992E-1
3.689561667E0,1.042508046E0,4.122345507E-2,-1.236677924E0
3.709480667E0,3.451423558E-1,-3.447202599E-1,1.668959800E-1
3.729400667E0,-2.681530175E-1,-3.810028177E-1,3.342842225E-1
3.749319667E0,-5.506683315E-1,6.734255809E-1,-1.650704062E-1
3.769239667E0,-9.384477067E-1,1.089392409E0,-2.820927065E-2
3.789158667E0,-1.810999632E-2,-6.313156879E-1,3.643330272E-1
3.809077667E0,-6.034889348E-2,-4.504969758E-1,4.258632775E-1
3.828997667E0,-1.658928025E0,-9.293038309E-2,4.484954739E-1
3.848916750E0,-1.407663959E0,2.767153877E-1,6.209987875E-1
3.868835750E0,-1.802281433E0,-1.010509962E-1,-4.138425350E-2
3.888755750E0,-8.741181019E-1,-1.717099196E-1,1.290998558E0
3.908674750E0,2.273002759E-2,8.608855605E-2,3.021607161E-1
3.928593750E0,-3.031703109E-1,2.215784830E-1,5.554060014E-1
3.948513750E0,8.882458520E-1,-6.498876143E-1,7.718617022E-1
3.968432750E0,1.614659047E0,-8.145685959E-1,2.805716995E-1
3.988352750E0,2.475355889E-1,-1.040615521E0,4.475143111E-1
4.008271750E0,-1.854960461E-1,8.696324104E-1,1.329869678E0
4.028190750E0,8.145072001E-1,1.247131577E0,8.967044342E-1
4.048110750E0,-6.954011714E-1,-1.952414542E-1,7.767733634E-1
4.068029750E0,-2.879534438E-1,1.280563617E-1,6.776922941E-1
4.087948750E0,-7.366515237E-1,-1.663123548E-2,1.035214265E-1
4.107868750E0,2.172361214E-1,8.510534674E-1,-2.096741366E-1
4.127787750E0,1.062244810E0,4.217245817E-1,-5.012046146E-1
