"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.857596833E0,6.126310272E0,-6.730603638E0,-1.396146698E0
5.877516834E0,6.115832062E0,-6.848857727E0,-1.350791016E0
5.897436833E0,6.172713776E0,-7.404053192E0,-8.643026733E-1
5.917356833E0,6.562802582E0,-8.001909943E0,-8.342152405E-1
5.937276833E0,7.086713104E0,-8.390801239E0,-9.339079285E-1
5.957196834E0,7.709567871E0,-8.256231079E0,-1.200802917E0
5.977116833E0,8.756341095E0,-8.040978699E0,-1.676214294E0
5.997036833E0,1.055425232E1,-9.795330505E0,-1.565444641E0
6.016956833E0,1.021176453E1,-1.063673080E1,-1.326242065E0
6.036876834E0,9.995614014E0,-1.054901321E1,-1.171463928E0
6.056796833E0,9.549391937E0,-8.990903320E0,-1.483265533E0
6.076716833E0,9.141939240E0,-7.231462097E0,-1.451531525E0
6.096636833E0,8.874595184E0,-6.220614166E0,-1.066532135E0
6.116556833E0,8.642128601E0,-7.008575592E0,-6.535409546E-1
6.136476833E0,7.231312408E0,-7.604037323E0,-4.643344116E-1
6.156396833E0,6.267017670E0,-7.958799591E0,-3.570075989E-1
6.176317833E0,5.760770416E0,-8.042924652E0,-4.631369019E-1
6.196237833E0,6.277196503E0,-7.896828461E0,-4.992118835E-1
6.216157834E0,7.263944550E0,-7.793543243E0,-3.730242920E-1
6.236077833E0,7.558831329E0,-7.470365295E0,-7.608677673E-1
6.255997833E0,7.203919373E0,-6.967411194E0,-1.129102020E0
6.275917833E0,6.572682037E0,-6.869365082E0,-1.046773224E0
6.295837834E0,5.910309448E0,-7.059918823E0,-6.156697083E-1
6.315757833E0,5.416486359E0,-7.333400116E0,-1.377136230E-1
6.335677833E0,4.866380310E0,-7.666158142E0,6.271957397E-2
6.355597458E0,4.282145233E0,-7.867040405E0,-1.339714050E-1
6.375517458E0,3.879482574E0,-8.008196869E0,-4.336482239E-1
6.395437459E0,3.643124084E0,-8.326135712E0,-6.042933655E-1
6.415357458E0,3.364703064E0,-8.312514038E0,-7.295828247E-1
6.435277458E0,3.339255981E0,-8.057444458E0,-5.737568665E-1
6.455197458E0,3.551065521E0,-7.992329865E0,-2.577639771E-1
6.475117458E0,3.673361206E0,-8.212222595E0,-4.161346436E-2
6.495038458E0,3.697760468E0,-8.690328369E0,-2.278262329E-1
6.514958458E0,3.759881287E0,-9.219477997E0,-6.378236389E-1
6.534878458E0,3.789669342E0,-9.256750488E0,-1.087338867E0
6.554798458E0,4.098028107E0,-8.907377014E0,-1.372346191E0
6.574718459E0,5.708379364E0,-9.872569885E0,-1.417103119E0
6.594638458E0,6.486910400E0,-1.092368408E1,-1.899849243E0
6.614558458E0,5.805826721E0,-1.090272766E1,-2.494263153E0
6.634478458E0,5.094655609E0,-1.025412643E1,-2.077230377E0
6.654398459E0,4.815037079E0,-8.573720856E0,-9.334588623E-1
6.674318458E0,5.616320801E0,-7.010820923E0,8.457412720E-2
6.694238458E0,7.319628754E0,-6.662644958E0,1.679507446E-1
6.714158458E0,8.284522247E0,-6.856491852E0,-9.348060608E-1
6.734078459E0,7.838449860E0,-7.088359680E0,-2.119741974E0
6.753998458E0,7.219636688E0,-7.682025146E0,-2.626887360E0
6.773918458E0,6.531667328E0,-8.149053955E0,-2.373763733E0
6.793839458E0,5.877078552E0,-8.330925751E0,-2.038011932E0
6.813759458E0,5.332510986E0,-7.797584839E0,-1.563498688E0
6.833679459E0,5.104535065E0,-7.014413452E0,-1.182840271E0
6.853599458E0,4.900509338E0,-6.438710632E0,-1.000968475E0
6.873519458E0,4.644841003E0,-6.159391479E0,-1.162632294E0
6.893439458E0,4.577331390E0,-6.253246307E0,-1.250349884E0
6.913359459E0,4.592150574E0,-6.377937012E0,-1.225800934E0
6.933279458E0,4.797224121E0,-6.510411530E0,-1.232237549E0
6.953199458E0,5.207071838E0,-6.478078766E0,-1.329684906E0
6.973119458E0,5.905818787E0,-6.482569427E0,-1.579964447E0
6.993039459E0,6.447991333E0,-6.769373016E0,-1.990560608E0
7.012959458E0,6.400839386E0,-7.007827148E0,-1.997296600E0
7.032879458E0,6.536157990E0,-7.047045593E0,-1.640588379E0
7.052799458E0,6.948999481E0,-7.241491241E0,-9.761201477E-1
7.072719458E0,7.252268829E0,-7.530390472E0,-5.056484985E-1
7.092639458E0,7.554640045E0,-7.832612000E0,-4.492158508E-1
7.112560458E0,7.549999695E0,-7.963889008E0,-3.948788452E-1
7.132480458E0,8.337362366E0,-8.703950043E0,-5.358856201E-1
7.152400458E0,9.223669281E0,-1.076112213E1,-6.593788147E-1
7.172320459E0,9.091793518E0,-1.150028503E1,-8.927435303E-1
7.192240458E0,8.935668182E0,-1.060814026E1,-7.551795959E-1
