"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.462593292E0,-4.896657765E-1,5.308424830E-1,-2.478517219E-2
2.482512292E0,-5.671565235E-2,9.727375209E-2,-1.894657314E-1
2.502430292E0,1.348606348E-1,4.761025775E-3,-3.705894351E-1
2.522349291E0,2.694833279E-1,1.048784927E-1,-4.187386036E-1
2.542268292E0,3.754811883E-1,1.214908659E-1,-3.533551097E-1
2.562187292E0,5.843990445E-1,1.617000401E-1,-3.915730119E-1
2.582107417E0,7.237218022E-1,6.213514507E-2,-5.661773086E-1
2.602026417E0,6.040830612E-1,2.496488690E-1,-6.437762380E-1
2.621944417E0,3.535963893E-1,5.348826051E-1,-5.608959794E-1
2.641863417E0,2.219550312E-1,5.002594590E-1,-3.816527724E-1
2.661782417E0,2.120872885E-1,1.212890372E-1,-1.609182507E-1
2.681701417E0,9.488245845E-2,4.348646849E-2,1.633990370E-2
2.701620417E0,-5.582589656E-2,1.042501107E-1,6.547497958E-2
2.721539417E0,-1.058381721E-1,1.065777466E-1,3.473250940E-2
2.741457417E0,-2.322696522E-2,1.179760098E-1,-7.202908397E-2
2.761376417E0,7.971854508E-2,2.905371189E-1,-2.490409017E-1
2.781295417E0,2.388579845E-1,3.962338269E-1,-3.539939225E-1
2.801214417E0,4.378856122E-1,3.030383885E-1,-3.058658242E-1
2.821133417E0,5.399743915E-1,3.059628010E-1,-1.582630575E-1
2.841051416E0,4.890454113E-1,4.666490853E-1,5.826298147E-3
2.860970417E0,3.819839656E-1,6.917303801E-1,8.121162653E-2
2.880889417E0,3.699868917E-1,7.373405099E-1,9.931893647E-2
2.900808417E0,3.094572425E-1,5.553746819E-1,4.350627214E-2
2.920727417E0,2.064448893E-1,5.660116673E-1,2.493877895E-3
2.940646417E0,1.013177186E-1,4.669615030E-1,-4.082906991E-2
2.960564417E0,5.106518418E-2,3.969140053E-1,-6.350352615E-2
2.980483416E0,8.160972595E-2,3.233273327E-1,-1.592959650E-2
3.000402417E0,1.352715790E-1,2.217535526E-1,-1.618661731E-2
3.020321417E0,8.344937116E-2,1.728858501E-1,-4.708220810E-2
3.040240417E0,2.807156648E-3,8.423580229E-2,-3.065637499E-2
3.060158417E0,-6.928485632E-2,-3.729518875E-2,6.155611482E-4
3.080077417E0,-1.223296598E-1,-1.484576464E-1,1.096649468E-2
