"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.420062125E0,-1.503904743E0,3.880084838E0,-1.931908723E-1
4.439982125E0,-9.565069053E-1,1.149940912E0,1.345668855E0
4.459901125E0,4.083174279E-1,-7.041141075E-1,1.868485948E0
4.479821125E0,2.450867457E0,-9.185262430E-1,8.800105238E-4
4.499740125E0,4.150543412E0,3.534068835E-1,-2.249358373E0
4.519660125E0,4.058719322E0,1.399893009E0,-2.254460653E0
4.539580125E0,3.447112844E0,1.025549585E0,-1.833188061E0
4.559499125E0,2.372793680E0,-2.206885368E-1,-1.478747975E0
4.579419125E0,2.045597818E0,-1.314541202E0,-8.814174736E-1
4.599338125E0,1.930037833E0,-4.764551049E-1,-2.264193928E0
4.619258125E0,2.365590495E0,-1.246684849E-1,-4.442682878E0
4.639178125E0,2.071083053E0,-1.181529910E0,-4.065298317E0
4.659097125E0,2.363092857E0,-2.025570812E0,-2.205255164E0
4.679017125E0,4.147200851E0,-2.093625970E0,5.903286796E-2
4.698937125E0,8.345573026E0,-3.025585606E0,-7.656338328E-1
4.718856125E0,3.190522696E0,-1.700381421E0,2.480809514E-1
4.738776125E0,-4.490278628E-1,-3.992531472E-1,5.225246593E-1
4.758695125E0,-1.402350155E0,-4.428847781E0,-3.381082284E-1
4.778615125E0,-3.084417366E0,-9.275991336E0,1.468187903E0
4.798534250E0,-5.858597842E0,-1.032185824E1,1.643304995E0
4.818453250E0,-8.024087262E0,-7.662197823E0,5.366702434E-1
4.838373250E0,-5.061286719E0,-2.987788619E0,-8.976057094E-2
4.858292250E0,-6.698274236E-1,-4.542117119E-3,-9.978660158E-1
4.878212250E0,1.544772980E0,1.936686702E0,-1.575237558E0
4.898132250E0,3.113622162E0,3.688251141E0,-1.675384136E0
4.918051250E0,2.216679892E0,5.180967529E0,-1.082921734E0
4.937971250E0,1.451390607E0,6.807677541E0,-5.708272652E-1
4.957890250E0,5.824588390E-1,7.729330875E0,-4.574512155E-1
4.977810250E0,1.177491823E-1,7.821543805E0,6.098178148E-2
4.997730250E0,5.089138761E-2,7.711657666E0,2.031463051E-1
5.017649250E0,-6.697206388E-1,6.723284093E0,3.432504161E-1
5.037569250E0,-1.057299528E0,4.094470661E0,4.531413791E-1
5.057488250E0,-1.549837838E0,4.919601667E-1,4.101105496E-1
5.077408250E0,-8.243860710E-1,-2.602292216E0,1.774349284E0
5.097328250E0,2.969252653E-1,-3.200434896E0,2.790882463E0
