"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.896112292E0,-2.484945323E0,2.406628008E0,1.929185016E0
5.916031292E0,-1.364211545E0,1.295766962E0,2.355904582E0
5.935950291E0,2.842477709E-2,1.033208853E-1,1.933303795E0
5.955868333E0,7.174662244E-1,-2.068785828E-1,9.012950832E-1
5.975787333E0,1.422970507E0,8.883528560E-1,1.388672787E-1
5.995706333E0,2.819275665E0,2.640813088E0,1.230070278E0
6.015625333E0,3.671244514E0,3.505639088E0,3.061379337E0
6.035543333E0,2.582489744E0,2.053519333E0,-2.865815116E0
6.055462333E0,1.850780871E0,-3.415818838E0,-4.716068569E0
6.075381333E0,1.844140627E0,-1.389289083E1,-2.615953651E-1
6.095300333E0,-3.103972210E0,-1.014886837E1,6.813903657E-1
6.115218333E0,-2.647247365E0,2.689212831E0,1.035996805E0
6.135137333E0,-1.758607410E0,4.574995428E0,1.133034565E0
6.155056333E0,5.376134723E-2,1.932117103E0,-5.695188046E-3
6.174975333E0,-1.410960326E0,2.126939896E0,5.245619023E-1
6.194893333E0,-3.123476475E0,1.913026528E0,2.617035094E0
6.214812333E0,-3.058589338E0,-5.397401047E-1,4.428537294E0
6.234731333E0,-2.625837492E0,-1.822758967E0,2.636152858E0
6.254650333E0,-3.411924008E0,-1.581946653E-1,9.603364661E-2
6.274568333E0,-1.382263215E0,1.834274474E0,-7.452745588E-1
6.294487333E0,1.243295511E0,2.370305105E0,-8.671116757E-1
6.314406333E0,2.793424248E0,2.109818664E0,-4.744535299E-1
6.334325333E0,2.938584300E0,2.383875908E0,-3.037078893E-1
6.354243333E0,2.844766017E0,2.326565008E0,-5.731908560E-1
6.374162333E0,2.291493116E0,1.544254332E0,-2.633912643E-1
6.394081333E0,6.904811780E-1,5.206378359E-1,4.838909360E-1
6.414000333E0,-1.187188772E0,-4.548905736E-1,7.799250126E-1
6.433918333E0,-3.145546205E-1,-5.320556939E-1,7.024693588E-1
6.453837333E0,1.513801448E0,3.708421111E-2,3.044914893E-1
6.473756333E0,2.433813468E0,2.517278963E-1,-8.755584173E-3
6.493675333E0,2.681966962E0,6.029005587E-2,-6.114047126E-1
6.513593333E0,2.688281077E0,-3.337105376E-1,-6.370132148E-1
6.533512333E0,1.555884736E0,-2.612483329E-1,-4.664908648E-1
6.553431333E0,1.230231077E0,-7.299582160E-1,1.892979423E-2
6.573349333E0,3.799349700E-1,-1.184764590E0,-2.995014024E-1
6.593268333E0,-8.259434769E-1,-1.436220590E0,-1.269894787E0
6.613187333E0,-7.797155361E-1,-1.952088268E0,-1.857479149E0
6.633106333E0,-2.398979558E-1,-2.834560579E0,-1.652462904E0
6.653024333E0,5.465097186E-1,-3.647524114E0,-1.180047056E0
6.672943333E0,1.907058714E0,-4.157283790E0,-1.335054989E0
6.692862333E0,3.354713681E0,-2.925513434E0,-1.791612604E0
6.712781333E0,2.816651142E0,-3.289690889E0,-1.771891115E0
6.732699333E0,9.368983407E-1,-3.748195626E0,-1.402026073E0
6.752618333E0,-1.393708701E0,-2.839511417E0,-3.622396874E-1
6.772537333E0,-2.400256882E0,-9.827087903E-1,5.253185320E-1
6.792456333E0,-1.441739046E0,5.805174172E-2,1.086030260E0
6.812374333E0,-1.083689620E0,3.452640510E-1,1.106552891E0
6.832293333E0,-1.671554648E0,-3.517024201E-1,2.217883249E-1
6.852212333E0,-1.502285357E0,-5.973217303E-1,-3.803999698E-1
6.872131333E0,-1.002175925E0,-4.172315812E-1,-5.624036202E-1
6.892049333E0,-1.399064166E0,-1.003019679E-1,-5.115740669E-1
6.911968333E0,-2.925600265E0,3.410020155E-1,-1.157704260E0
6.931887333E0,-2.595514709E0,1.655433875E0,-8.386810514E-1
6.951806083E0,-2.086463715E0,2.554236290E0,6.895162413E-1
6.971724083E0,-1.228295210E0,2.260398501E0,1.532274849E0
6.991643083E0,-4.392893252E-1,1.429949452E0,1.018690217E0
